"id","my_entrynumber","entrynumber","dateentry","entrytext","entrytype","entrytype_detail","classactionflag","mdlflag","rule26freportflag","numberoflinks","numberofattachments","unique_caseheader_id","fullcase_id"
6548,"","12","2014-11-12 00:00:00","MOTION TO DISMISS PLAINTIFFS' COMPLAINT FILED BY JPMORGAN CHASE BANK, N.A.. MOTION HEARING SET FOR 1/15/2015 10:00 AM IN COURTROOM C, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE LAUREL BEELER. RESPONSES DUE BY 11/26/2014. REPLIES DUE BY 12/3/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  PROPOSED ORDER GRANTING DEFENDANT JPMORGAN CHASE BANK, N.A.'S MOTION TO DISMISS)(RIFFELMACHER, WILL) (FILED ON 11/12/2014) (ENTERED: 11/12/2014)","Motion TO ","DISMISS PLAINTIFFS' COMPLAINT FILED",0,0,0,0,1,17921273,401041
6560,"","20","2014-12-10 00:00:00","STIPULATION TO DISMISS FILED BY JOSEPH F. FRANKL. (VIX, CECILY) (FILED ON 12/10/2014) (ENTERED: 12/10/2014)","Stipulation","",0,0,0,0,0,1626271,401042
6582,"","6","2014-11-25 00:00:00","ORDER OF DISMISSAL. SIGNED BY JUDGE EDWARD M. CHEN ON 11/25/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  CERTIFICATE/PROOF OF SERVICE). (EMCSEC, COURT STAFF) (FILED ON 11/25/2014) (ENTERED: 11/25/2014)","PetkunOrder","",0,0,0,0,1,18816269,401043
6679,"","11","2014-08-18 00:00:00","ORDER SETTING DEADLINES AND DATES FOR RESPONSE/REBUTTAL TO DEFENDANTS' MOTION TO TRANSFER OR TO DISMISS PURSUANT TO THE FIRST-TO-FILE RULE AND 28 U.S.C. SECTION 1404(A) |linksToEntryNumber| 5  . PLAINTIFF'S RESPONSE TO SAID MOTION IS DUE ON OR BEFORE AUGUST 28, 2014. DEFENDANTS' REBUTALL, IF DESIRED, IS DUE ON OR BEFORE SEPTEMBER 8, 2014. SIGNED BY DISTRICT JUDGE KEITH STARRETT ON AUGUST 18,2 014 (DSL) (ENTERED: 08/18/2014)","PetkunOrder","",0,0,0,1,0,11885273,401051
6778,"","3","2015-01-05 00:00:00","ORDER DISMISSING CASE. SIGNED BY MAGISTRATE JUDGE MARIA-ELENA JAMES ON 1/5/2015. (ATTACHMENTS: # |linksToAttachmentNumber| 1  PROOF OF SERVICE)(RMM2S, COURT STAFF) (FILED ON 1/5/2015) (ENTERED: 01/05/2015)","Order","ORDER",0,0,0,0,1,7854274,401058
6813,"","24","2014-12-02 00:00:00","STIPULATION AND ORDER (MODIFIED) RE |linksToEntryNumber| 22 STIPULATION FILED BY FARIBA Z. MADISON, SET/RESET DEADLINES AS TO |linksToEntryNumber| 22 STIPULATION, |linksToEntryNumber| 10  MOTION TO DISMISS PURSUANT TO FEDERAL RULE OF CIVIL PROCEDURE 12(B)(6). RESPONSES DUE BY 1/22/2015. REPLIES DUE BY 1/29/2015. MOTION HEARING SET FOR 2/19/2015 01:30 PM IN COURTROOM 5, 17TH FLOOR, SAN FRANCISCO BEFORE HON. EDWARD M. CHEN.. SIGNED BY JUDGE EDWARD M. CHEN ON 12/2/14. (BPF, COURT STAFF) (FILED ON 12/2/2014) (ENTERED: 12/02/2014)","PetkunOrder","",0,0,0,3,0,18844270,401061
6818,"","19","2014-11-25 00:00:00","CLERK'S NOTICE RESETTING MOTIONS |linksToEntryNumber| 11 MOTION TO COMPEL ARBITRATION AND REQUEST FOR STAY, |linksToEntryNumber| 10  MOTION TO DISMISS PURSUANT TO FEDERAL RULE OF CIVIL PROCEDURE 12(B)(6) FROM 1/8/2015 TO 1/15/2015 01:30 PM IN COURTROOM 5, 17TH FLOOR, SAN FRANCISCO BEFORE HON. EDWARD M. CHEN. BRIEFING SCHEDULE REMAINS THE SAME. THIS IS A TEXT ONLY DOCKET ENTRY; THERE IS NO DOCUMENT ASSOCIATED WITH THIS NOTICE. (BPF, COURT STAFF) (FILED ON 11/25/2014) (ENTERED: 11/25/2014)","Clerk's notice","",0,0,0,2,0,18844270,401061
6822,"","15","2014-11-21 00:00:00","RENOTICE MOTION HEARING RE |linksToEntryNumber| 10 MOTION TO DISMISS PURSUANT TO FEDERAL RULE OF CIVIL PROCEDURE 12(B)(6) FILED BYU.S. BANCORP, U.S. BANCORP INSURANCE SERVICES, LLC, U.S. BANCORP INVESTMENTS, INC.. MOTION HEARING SET FOR 1/8/2015 01:30 PM IN COURTROOM 5, 17TH FLOOR, SAN FRANCISCO BEFORE HON. EDWARD M. CHEN. RESPONSES DUE BY 12/5/2014. REPLIES DUE BY 12/12/2014. (RELATED DOCUMENT(S) |linksToEntryNumber| 10  ) (GOODRICH, CHRISTINA) (FILED ON 11/21/2014) (ENTERED: 11/21/2014)","Other","",0,0,0,2,0,18844270,401061
6825,"","12","2014-11-13 00:00:00","REQUEST FOR JUDICIAL NOTICE RE |linksToEntryNumber| 11 MOTION TO COMPEL ARBITRATION AND REQUEST FOR STAY, |linksToEntryNumber| 10 MOTION TO DISMISS PURSUANT TO FEDERAL RULE OF CIVIL PROCEDURE 12(B)(6) FILED BYU.S. BANCORP, U.S. BANCORP INSURANCE SERVICES, LLC, U.S. BANCORP INVESTMENTS, INC.. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT 1-4, # |linksToAttachmentNumber| 2 EXHIBIT 5-7, # |linksToAttachmentNumber| 3 EXHIBIT 8-16)(RELATED DOCUMENT(S) |linksToEntryNumber| 11 , |linksToEntryNumber| 10  ) (GOODRICH, CHRISTINA) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Other","",0,0,0,2,5,18844270,401061
6827,"","10","2014-11-13 00:00:00","MOTION TO DISMISS PURSUANT TO FEDERAL RULE OF CIVIL PROCEDURE 12(B)(6) FILED BY U.S. BANCORP, U.S. BANCORP INSURANCE SERVICES, LLC, U.S. BANCORP INVESTMENTS, INC.. MOTION HEARING SET FOR 12/18/2014 10:00 AM IN COURTROOM B, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE MARIA-ELENA JAMES. RESPONSES DUE BY 11/28/2014. REPLIES DUE BY 12/5/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  PROPOSED ORDER)(GOODRICH, CHRISTINA) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Motion TO ","DISMISS PURSUANT TO FEDERAL RULE OF CIVIL PROCEDURE 12(B)(6) FILED",0,0,0,0,1,18844270,401061
6829,"","8","2014-11-13 00:00:00","ADMINISTRATIVE MOTION TO FILE UNDER SEAL FILED BY U.S. BANCORP, U.S. BANCORP INSURANCE SERVICES, LLC, U.S. BANCORP INVESTMENTS, INC.. (ATTACHMENTS: # |linksToAttachmentNumber| 1 DECLARATION OF CHRISTINA N. GOODRICH, # |linksToEntryNumber| 2 PROPOSED ORDER, # |linksToEntryNumber| 3 REDACTED VERSION OF EXHIBIT B TO DECLARATION OF JULIE BODEUX IN SUPPORT OF MOTION TO COMPEL ARBITRATION, # |linksToEntryNumber| 4 UNREDACTED VERSION OF EXHIBIT B TO DECLARATION OF JULIE BODEUX IN SUPPORT OF MOTION TO COMPEL ARBITRATION, # |linksToEntryNumber| 5 REDACTED VERSION OF EXHIBIT 2 TO REQUEST FOR JUDICIAL NOTICE IN SUPPORT OF MOTION TO DISMISS AND MOTION TO COMPEL ARBITRATION, # |linksToEntryNumber| 6  UNREDACTED VERSION OF EXHIBIT 2 TO REQUEST FOR JUDICIAL NOTICE IN SUPPORT OF MOTION TO DISMISS AND MOTION TO COMPEL ARBITRATION)(GOODRICH, CHRISTINA) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Motion TO ","FILE UNDER SEAL FILED",0,0,0,0,6,18844270,401061
7121,"","9","2014-11-17 00:00:00","ORDER GRANTING MOTIONS TO PROCEED IN FORMA PAUPERIS AND DISMISSING RELATED COMPLAINTS WITH LEAVE TO AMEND. BY JUDGE RICHARD SEEBORG. (ATTACHMENTS: # |linksToAttachmentNumber| 1  CERTIFICATE/PROOF OF SERVICE) (CL, COURT STAFF) (FILED ON 11/17/2014) (ENTERED: 11/17/2014)","Order","ORDER",0,0,0,0,1,8189271,401096
7233,"","13","2014-12-17 00:00:00","REQUEST FOR JUDICIAL NOTICE RE |linksToEntryNumber| 12 MOTION TO DISMISS PLAINTIFF'S COMPLAINT FILED BYWELLS FARGO, N.A.. (RELATED DOCUMENT(S) |linksToEntryNumber| 12  ) (HEHIR, ELIZABETH) (FILED ON 12/17/2014) (ENTERED: 12/17/2014)","Other","",0,0,0,2,0,2886272,401114
7234,"","12","2014-12-17 00:00:00","MOTION TO DISMISS PLAINTIFF'S COMPLAINT FILED BY WELLS FARGO, N.A.. MOTION HEARING SET FOR 1/27/2015 09:00 AM IN COURTROOM E, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE ELIZABETH D. LAPORTE. RESPONSES DUE BY 12/31/2014. REPLIES DUE BY 1/7/2015. (ATTACHMENTS: # |linksToAttachmentNumber| 1  PROPOSED ORDER)(HEHIR, ELIZABETH) (FILED ON 12/17/2014) (ENTERED: 12/17/2014)","Motion TO ","DISMISS PLAINTIFF'S COMPLAINT FILED",0,0,0,0,1,2886272,401114
7317,"","8","2014-12-19 00:00:00","ORDER DISMISSING CASE. SIGNED BY MAGISTRATE JUDGE JACQUELINE SCOTT CORLEY ON 12/19/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  CERTIFICATE OF SERVICE)(AHM, COURT STAFF) (FILED ON 12/19/2014) (ENTERED: 12/19/2014)","Order","ORDER",0,0,0,0,1,17975272,401120
7416,"","1","2014-11-13 00:00:00","NOTICE OF REMOVAL FROM ALAMEDA. THEIR CASE NUMBER IS RG14739551. (FILING FEE $400 RECEIPT NUMBER 0971-9071231). FILED BYCHIPOTLE SERVICES, LLC. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A - COMPLAINT, # |linksToAttachmentNumber| 2 EXHIBIT B - STIP FOR DISMISSAL, # |linksToAttachmentNumber| 3 EXHIBIT C - NOTICE OF ACKNOWLEDGEMENT, # |linksToAttachmentNumber| 4 EXHIBIT D - ANSWER TO COMPLAINT, # |linksToAttachmentNumber| 5 EXHIBIT E - DEC OF TIM SPONG, # |linksToAttachmentNumber| 6  EXHIBIT F - DEC OF CHRISTINA STRAYER)(DE WAMES, ERIC) (FILED ON 11/13/2014) (ENTERED: 11/13/2014)","Notice","",0,0,0,0,6,2953271,401131
7475,"","18","2014-12-12 00:00:00","REPLY (RE |linksToEntryNumber| 9 MOTION TO DISMISS ) FILED BYLEVEL 3 COMMUNICATIONS, INC.. (ATTACHMENTS: # |linksToAttachmentNumber| 1  CERTIFICATE/PROOF OF SERVICE)(MIX, EVAN) (FILED ON 12/12/2014) (ENTERED: 12/12/2014)","Reply","",0,0,0,1,1,4099274,401138
7478,"","15","2014-12-05 00:00:00","RESPONSE (RE |linksToEntryNumber| 9  MOTION TO DISMISS ) FILED BYTRACY TEMPLETON SMITH. (WIDMANN, RANDALL) (FILED ON 12/5/2014) MODIFIED ON 12/5/2014 (DTMS, COURT STAFF). (ENTERED: 12/05/2014)","Response","",0,0,0,1,0,4099274,401138
7479,"",".","2014-12-01 00:00:00","SET/RESET DEADLINES AS TO |linksToEntryNumber| 9  MOTION TO DISMISS . MOTION HEARING SET FOR 1/8/2015 08:00 AM IN COURTROOM 8, 19TH FLOOR, SAN FRANCISCO BEFORE HON. WILLIAM ALSUP. (DTMS, COURT STAFF) (FILED ON 12/1/2014) (ENTERED: 12/01/2014)","Other","",0,0,0,1,0,4099274,401138
7481,"","14","2014-12-01 00:00:00","RE-NOTICE MOTION RE |linksToEntryNumber| 9  MOTION TO DISMISS BY LEVEL 3 COMMUNICATIONS, INC. (HAYES, JENNIFER) (FILED ON 12/1/2014) MODIFIED ON 12/1/2014 (DTMS, COURT STAFF). (ENTERED: 12/01/2014)","Motion None","RE |linksToEntryNumber| 9  MOTION TO DISMISS",0,0,0,1,0,4099274,401138
7486,"","9","2014-11-21 00:00:00","MOTION TO DISMISS FILED BY LEVEL 3 COMMUNICATIONS, INC.. MOTION HEARING SET FOR 1/16/2015 10:00 AM IN COURTROOM 6, 17TH FLOOR, SAN FRANCISCO BEFORE HON. CHARLES R. BREYER. RESPONSES DUE BY 12/5/2014. REPLIES DUE BY 12/12/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1 PROPOSED ORDER, # *** SEE |linksToEntryNumber| 10 FOR THIS ENTRY *** (2) CERTIFICATION OF INTERESTED ENTITIES OR PERSONS, # |linksToEntryNumber| 3  CERTIFICATE/PROOF OF SERVICE)(MIX, EVAN) (FILED ON 11/21/2014) MODIFIED ON 11/24/2014 (MCLS, COURT STAFF). (ENTERED: 11/21/2014)","Motion TO ","DISMISS FILED",0,0,0,1,2,4099274,401138
7530,"","19","2014-12-12 00:00:00","ORDER BY MAGISTRATE JUDGE JOSEPH C. SPERO DENYING AS MOOT |linksToEntryNumber| 7  MOTION TO DISMISS.(JCSLC2S, COURT STAFF) (FILED ON 12/12/2014) (ENTERED: 12/12/2014)","PetkunOrder","",0,0,0,1,0,5384269,401143
7533,"","16","2014-12-04 00:00:00","RESPONSE (RE |linksToEntryNumber| 7  MOTION TO DISMISS PLAINTIFF'S COMPLAINT AND EACH OF PLAINTIFF'S CLAIMS; MEMORANDUM OF POINTS AND AUTHORITIES ) FILED BYABRAHAM VALENTINO. (WINKLER, PETER) (FILED ON 12/4/2014) (ENTERED: 12/04/2014)","Response","",0,0,0,1,0,5384269,401143
7534,"","15","2014-12-04 00:00:00","CLERK'S NOTICE CONTINUING MOTION HEARING AS TO |linksToEntryNumber| 7  MOTION TO DISMISS PLAINTIFF'S COMPLAINT AND EACH OF PLAINTIFF'S CLAIMS; MEMORANDUM OF POINTS AND AUTHORITIES. MOTION HEARING PREVIOUSLY SET FOR 1/9/15 AT 9:30 AM HAS BEEN RE-SET FOR 1/8/2015 09:30 AM IN COURTROOM F, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE JOSEPH C. SPERO. REGARDLESS OF WHETHER THE COURT RESCHEDULES THE HEARING DATE, ALL OPPOSITION AND REPLY PAPERS SHALL BE TIMELY FILED PURSUANT TO CIVIL L.R. 7-7(D). THIS IS AT TEXT ONLY ENTRY. THERE IS NO DOCUMENT ASSOCIATED WITH THIS NOTICE . (KLHS, COURT STAFF) (FILED ON 12/4/2014) (ENTERED: 12/04/2014)","Clerk's notice","",0,0,0,1,0,5384269,401143
7541,"","8","2014-11-21 00:00:00","PROPOSED ORDER RE |linksToEntryNumber| 7  MOTION TO DISMISS PLAINTIFF'S COMPLAINT AND EACH OF PLAINTIFF'S CLAIMS; MEMORANDUM OF POINTS AND AUTHORITIES BY SELECT PORTFOLIO SERVICING, INC., U.S. NATIONAL BANK ASSOCIATION N.A.. (BROWN, MARCUS) (FILED ON 11/21/2014) (ENTERED: 11/21/2014)","Other, motion-related","",0,0,0,1,0,5384269,401143
7542,"","7","2014-11-21 00:00:00","MOTION TO DISMISS PLAINTIFF'S COMPLAINT AND EACH OF PLAINTIFF'S CLAIMS; MEMORANDUM OF POINTS AND AUTHORITIES FILED BY SELECT PORTFOLIO SERVICING, INC., U.S. NATIONAL BANK ASSOCIATION N.A.. MOTION HEARING SET FOR 1/9/2015 09:30 AM IN COURTROOM G, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE JOSEPH C. SPERO. RESPONSES DUE BY 12/5/2014. REPLIES DUE BY 12/12/2014. (BROWN, MARCUS) (FILED ON 11/21/2014) (ENTERED: 11/21/2014)","Motion TO ","DISMISS PLAINTIFF'S COMPLAINT AND EACH OF PLAINTIFF'S CLAIMS; MEMORANDUM OF POINTS AND AUTHORITIES FILED",0,0,0,0,0,5384269,401143
7554,"","4","2014-11-18 00:00:00","MOTION TO DISMISS FILED BY FEDERAL NATIONAL MORTGAGE ASSOCIATION, SETERUS, INC. MOTION HEARING SET FOR 1/22/2015 11:00 AM IN COURTROOM 4, 3RD FLOOR, OAKLAND BEFORE MAGISTRATE JUDGE DONNA M. RYU. RESPONSES DUE BY 12/5/2014. REPLIES DUE BY 12/12/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT)(RYAN, TIMOTHY) (FILED ON 11/18/2014) (ENTERED: 11/18/2014)","Motion TO ","DISMISS FILED",0,0,0,0,1,3578271,401144
7576,"","34","2014-12-18 00:00:00","NOTICE BY GEORGE PAZUNIAK RE |linksToEntryNumber| 31  MOTION TO DISMISS NOTICE OF PENDENCY OF OTHER PROCEEDING (SWOPE, RICHARD) (FILED ON 12/18/2014) (ENTERED: 12/18/2014)","Notice","",0,0,0,1,0,11192269,401149
7577,"","33","2014-12-18 00:00:00","EXHIBITS RE |linksToEntryNumber| 31 MOTION TO DISMISS EXHIBITS K-Q AND AA-AG TO DECLARATION OF GEORGE PAZUNIAK FILED BYGEORGE PAZUNIAK. (RELATED DOCUMENT(S) |linksToEntryNumber| 31  ) (SWOPE, RICHARD) (FILED ON 12/18/2014) (ENTERED: 12/18/2014)","Exhibits","",0,0,0,2,0,11192269,401149
7578,"","32","2014-12-18 00:00:00","EXHIBITS RE |linksToEntryNumber| 31 MOTION TO DISMISS EXHIBITS F-J TO DECLARATION OF GEORGE PAZUNIAK FILED BYGEORGE PAZUNIAK. (RELATED DOCUMENT(S) |linksToEntryNumber| 31  ) (SWOPE, RICHARD) (FILED ON 12/18/2014) (ENTERED: 12/18/2014)","Exhibits","",0,0,0,2,0,11192269,401149
7579,"","31","2014-12-18 00:00:00","MOTION TO DISMISS FILED BY GEORGE PAZUNIAK. MOTION HEARING SET FOR 1/28/2015 01:00 PM IN COURTROOM 7, 4TH FLOOR, SAN JOSE BEFORE MAGISTRATE JUDGE NATHANAEL M. COUSINS. RESPONSES DUE BY 1/2/2015. REPLIES DUE BY 1/9/2015. (ATTACHMENTS: # |linksToAttachmentNumber| 1 REQUEST FOR JUDICIAL NOTICE, # |linksToEntryNumber| 2 PROPOSED ORDER, # |linksToEntryNumber| 3 DECLARATION DECLARATION OF GEORGE PAZUNIAK, # |linksToAttachmentNumber| 4  EXHIBIT EXHIBITS A-E TO DECLARATION OF GEORGE PAZUNIAK)(SWOPE, RICHARD) (FILED ON 12/18/2014) (ENTERED: 12/18/2014)","Motion TO ","DISMISS FILED",0,0,0,0,4,11192269,401149
7614,"","10","2014-12-10 00:00:00","CERTIFICATE OF INTERESTED ENTITIES BY BANK OF AMERICA, N.A. IDENTIFYING CORPORATE PARENT BANK OF AMERICA, N.A. FOR BANK OF AMERICA, N.A.. RE |linksToEntryNumber| 8  MOTION TO DISMISS PLAINTIFF'S COMPLAINT (RICHARDSON, JASON) (FILED ON 12/10/2014) (ENTERED: 12/10/2014)","Other","",0,0,0,1,0,9739269,401150
7615,"","9","2014-12-10 00:00:00","REQUEST FOR JUDICIAL NOTICE RE |linksToEntryNumber| 8 MOTION TO DISMISS PLAINTIFF'S COMPLAINT FILED BYBANK OF AMERICA, N.A.. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A THROUGH M)(RELATED DOCUMENT(S) |linksToEntryNumber| 8  ) (RICHARDSON, JASON) (FILED ON 12/10/2014) (ENTERED: 12/10/2014)","Other","",0,0,0,1,2,9739269,401150
7616,"","8","2014-12-10 00:00:00","MOTION TO DISMISS PLAINTIFF'S COMPLAINT FILED BY BANK OF AMERICA, N.A.. MOTION HEARING SET FOR 1/22/2015 09:00 AM IN COURTROOM F, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE JACQUELINE SCOTT CORLEY. RESPONSES DUE BY 12/24/2014. REPLIES DUE BY 12/31/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1  PROPOSED ORDER GRANTING BANK OF AMERICA, N.A.'S MOTION TO DISMISS)(RICHARDSON, JASON) (FILED ON 12/10/2014) (ENTERED: 12/10/2014)","Motion TO ","DISMISS PLAINTIFF'S COMPLAINT FILED",0,0,0,0,1,9739269,401150
7665,"","4","2014-11-24 00:00:00","ORDER OF DISMISSAL. SIGNED BY JUDGE EDWARD M. CHEN ON 11/24/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT FORM - APPLICATION FOR LEAVE TO FILE SECOND OR SUCCESSIVE PETITION, # |linksToEntryNumber| 2  CERTIFICATE/PROOF OF SERVICE). (EMCSEC, COURT STAFF) (FILED ON 11/24/2014) (ENTERED: 11/24/2014)","PetkunOrder","",0,0,0,0,2,11820269,401157
7843,"","3","2013-11-04 00:00:00","ORDER ON PRETRIAL DEADLINES: MOTIONS TO DISMISS DUE ON 2/4/2014. AMENDED PLEADINGS DUE BY 1/3/2014 DISCOVERY DUE BY 5/6/2014 DISPOSITIVE MOTIONS DUE BY 6/5/2014 SIGNED BY CLERK ON 11/4/2013.(GARGUILO, B) (ENTERED: 11/05/2013)","PetkunOrder","",0,0,0,0,0,3959273,401167
7864,"","20","2014-10-29 00:00:00","ORDER DENYING WITHOUT PREJUDICE |linksToEntryNumber| 3 PLAINTIFFS' MOTION FOR PRELIMINARY INJUNCTION AND |linksToEntryNumber| 18  DEFENDANTS' MOTION TO DISMISS. IT IS FURTHER ORDERED THAT THIS CASE IS TRANSFERRED TO THE U.S. DISTRICT COURT FOR THE NORTHERN DISTRICT OF CALIFORNIA, WHERE SANTA CLARA COUNTY IS LOCATED. THIS CASE IS CLOSED. SIGNED BY JUDGE ROSEMARY M. COLLYER ON OCTOBER 29, 2014. (LCRMC3) (ENTERED: 10/29/2014)","Order","ORDER",0,0,0,2,0,4777274,401170
7866,"","18","2014-10-21 00:00:00","MOTION TO DISMISS FIRST AMENDED COMPLAINT BY GOOGLE, INC., YOUTUBE, LLC (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A-C, # |linksToEntryNumber| 2  TEXT OF PROPOSED ORDER)(RUBIN, MICHAEL) (ENTERED: 10/21/2014)","Motion TO ","DISMISS FIRST AMENDED COMPLAINT",0,0,0,0,2,4777274,401170
7910,"","6","2014-11-19 00:00:00","NOTICE OF VOLUNTARY DISMISSAL (CORRECTED) WITH PREJUDICE BY MARSHA HAUPT (SHENKMAN, KEVIN) (FILED ON 11/19/2014) (ENTERED: 11/19/2014)","Notice","",0,0,0,0,0,9444271,401173
7911,"","5","2014-11-19 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY MARSHA HAUPT (SHENKMAN, KEVIN) (FILED ON 11/19/2014) (ENTERED: 11/19/2014)","Notice","",0,0,0,0,0,9444271,401173
7918,"","6","2014-12-12 00:00:00","ORDER OF DISMISSAL (ILLSTON, SUSAN) (FILED ON 12/12/2014) (ADDITIONAL ATTACHMENT(S) ADDED ON 12/12/2014: # |linksToEntryNumber| 1  CERTIFICATE/PROOF OF SERVICE) (TFS, COURT STAFF). (ENTERED: 12/12/2014)","PetkunOrder","",0,0,0,1,0,1495275,401174
8064,"","9","2014-12-29 00:00:00","ORDER DISMISSING CASE. SIGNED BY JUDGE JAMES DONATO ON 12/29/14. (LRCS, COURT STAFF) (FILED ON 12/29/2014) (ENTERED: 12/29/2014)","Order","ORDER",0,0,0,0,0,12575271,401183
8070,"","4","2014-08-08 00:00:00","PRO SE ORDER DIRECTING WITHIN 30 DAYS OF THIS ORDER, UNLESS AN EXTENSION OF TIME IS GRANTED, PLAINTIFF TO PROVIDE A SIX MONTH TRUST FUND PRISONER ACCOUNT STATEMENT AND FAILURE TO COMPLY WILL RESULT IN DISMISSAL OF CASE. PLAINTIFF SHALL PROVIDE THE REQUESTED INFORMATION SPECIFIC WITHIN THIS ORDER. SIGNED BY JUDGE AMY BERMAN JACKSON ON 8/6/2014. (RDJ) (ENTERED: 08/12/2014)","Other","",0,0,0,0,0,12575271,401183
8132,"","6","2014-11-26 00:00:00","MOTION TO DISMISS ; MEMORANDUM OF POINTS AND AUTHORITIES IN SUPPORT THEREOF FILED BY SOCIAL SECURITY ADMINISTRATION. MOTION HEARING SET FOR 1/14/2015 09:30 AM IN COURTROOM 11, 19TH FLOOR, SAN FRANCISCO BEFORE HON. JAMES DONATO. RESPONSES DUE BY 12/10/2014. REPLIES DUE BY 12/17/2014. (ATTACHMENTS: # |linksToAttachmentNumber| 1 DECLARATION OF LISA KING ISO DEFENDANT'S MOTION TO DISMISS, # |linksToEntryNumber| 2 PROPOSED ORDER GRANTING DEFENDANT'S MOTION TO DISMISS, # |linksToEntryNumber| 3  CERTIFICATE/PROOF OF SERVICE)(WALL, ROBIN) (FILED ON 11/26/2014) (ENTERED: 11/26/2014)","Motion TO ","DISMISS ; MEMORANDUM OF POINTS AND AUTHORITIES IN SUPPORT THEREOF FILED",0,0,0,0,3,8325272,401192
8234,"","17","2014-12-17 00:00:00","REPLY (RE |linksToEntryNumber| 10  MOTION TO DISMISS COMPLAINT ) FILED BYJPMORGAN CHASE BANK, N.A.. (DAHER, ANNE) (FILED ON 12/17/2014) (ENTERED: 12/17/2014)","Reply","",0,0,0,1,0,12137273,401207
8238,"","13","2014-11-26 00:00:00","CERTIFICATE OF SERVICE BY JPMORGAN CHASE BANK, N.A. RE |linksToEntryNumber| 10 MOTION TO DISMISS COMPLAINT, |linksToEntryNumber| 11 REQUEST FOR JUDICIAL NOTICE, |linksToEntryNumber| 12  PROPOSED ORDER (DAHER, ANNE) (FILED ON 11/26/2014) (ENTERED: 11/26/2014)","Certificate of service","",0,0,0,3,0,12137273,401207
8239,"","12","2014-11-26 00:00:00","PROPOSED ORDER RE |linksToEntryNumber| 10  MOTION TO DISMISS COMPLAINT BY JPMORGAN CHASE BANK, N.A.. (DAHER, ANNE) (FILED ON 11/26/2014) (ENTERED: 11/26/2014)","Other, motion-related","",0,0,0,1,0,12137273,401207
8240,"","11","2014-11-26 00:00:00","REQUEST FOR JUDICIAL NOTICE RE |linksToEntryNumber| 10 MOTION TO DISMISS COMPLAINT FILED BYJPMORGAN CHASE BANK, N.A.. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT 1, # |linksToAttachmentNumber| 2 EXHIBIT 2, # |linksToAttachmentNumber| 3 EXHIBIT 3, # |linksToAttachmentNumber| 4 EXHIBIT 4, # |linksToAttachmentNumber| 5 EXHIBIT 5, # |linksToAttachmentNumber| 6 EXHIBIT 6, # |linksToAttachmentNumber| 7 EXHIBIT 7, # |linksToAttachmentNumber| 8 EXHIBIT 8, # |linksToAttachmentNumber| 9 EXHIBIT 9, # |linksToAttachmentNumber| 10 EXHIBIT 10, # |linksToAttachmentNumber| 11 EXHIBIT 11, # |linksToAttachmentNumber| 12 EXHIBIT 12, # |linksToAttachmentNumber| 13 EXHIBIT 13, # |linksToAttachmentNumber| 14 EXHIBIT 14, # |linksToAttachmentNumber| 15 EXHIBIT 15, # |linksToAttachmentNumber| 16 EXHIBIT 16)(RELATED DOCUMENT(S) |linksToEntryNumber| 10  ) (DAHER, ANNE) (FILED ON 11/26/2014) (ENTERED: 11/26/2014)","Other","",0,0,0,1,17,12137273,401207
8241,"","10","2014-11-26 00:00:00","MOTION TO DISMISS COMPLAINT FILED BY JPMORGAN CHASE BANK, N.A.. MOTION HEARING SET FOR 1/27/2015 09:00 AM IN COURTROOM E, 15TH FLOOR, SAN FRANCISCO BEFORE MAGISTRATE JUDGE ELIZABETH D. LAPORTE. RESPONSES DUE BY 12/10/2014. REPLIES DUE BY 12/17/2014. (DAHER, ANNE) (FILED ON 11/26/2014) MODIFIED ON 11/26/2014 (MCLS, COURT STAFF). (ENTERED: 11/26/2014)","Motion TO ","DISMISS COMPLAINT FILED",0,0,0,0,0,12137273,401207
